Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MEOH,Methanex Corporation,54.9,$4.6B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,54.825,$1.9B,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",82.04,$1.37B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,0.8,$32.89M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,79.9,$18.69B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",40,$46.25B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MICT,"Micronet Enertec Technologies, Inc.",0.985,$8.5M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MICTW,"Micronet Enertec Technologies, Inc.",0.0905,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mictw
MSCC,Microsemi Corporation,56.16,$6.6B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,85.01,$654.56B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,131.53,$1.51B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1.15,$90.38M,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MPB,Mid Penn Bancorp,31,$189.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,1.0467,$31.97M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",1.6,$48.15M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,49.35,$158.79M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,36.21,$591.89M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",29.95,$572.71M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MOFG,"MidWestOne Financial Group, Inc.",31.74,$387.85M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MIME,Mimecast Limited,32.07,$1.84B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MDXG,"MiMedx Group, Inc",15.37,$1.71B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,2.74,$52.86M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",30.7,$1.43B,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
NERV,"Minerva Neurosciences, Inc",5.7,$220.59M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",6.52,$145.46M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",26.8,$678.08M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",10.1,$94.95M,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",3.32,$40.14M,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",22.808,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",7.15,$249.56M,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,8.31,$997.94M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",97.05,$5.27B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Management, LLC",27.9012,$154.17M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MINI,"Mobile Mini, Inc.",41.35,$1.83B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",4,$384.23M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MMDM,Modern Media Acquisition Corp.,9.79,$253.32M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,0.49,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,10.45,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmw
MLNK,"ModusLink Global Solutions, Inc",2.18,$121.11M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mlnk
MTEM,"Molecular Templates, Inc.",9.41,$253.08M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",1.68,$35.51M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MNTA,"Momenta Pharmaceuticals, Inc.",15.9,$1.21B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,26.38,$5.24B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MCRI,"Monarch Casino & Resort, Inc.",43.29,$766.26M,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDLZ,"Mondelez International, Inc.",42.68,$63.78B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",11.05,$599.26M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MDB,"MongoDB, Inc.",26.5,$1.34B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MPWR,"Monolithic Power Systems, Inc.",103.82,$4.31B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,22.9,$955.72M,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
MNRO,"Monro, Inc. ",53.25,$1.75B,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,13.41,$271.42M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc
MNST,Monster Beverage Corporation,61.99,$34.96B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
MORN,"Morningstar, Inc.",90.49,$3.85B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",1.1696,$9.44M,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MTFB,Motif Bio plc,10.32,$136.22M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,4.6,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MPAA,"Motorcar Parts of America, Inc.",24.51,$467.4M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
MOTS,"Motus GI Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mots
MPVD,Mountain Province Diamonds Inc.,2.75,$440.7M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd
MOXC,"Moxian, Inc.",3.5,$234.53M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
MSBF,MSB Financial Corp.,17.8,$102.68M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
MTECU,MTech Acquisition Corp.,10.02,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mtecu
MTGE,MTGE Investment Corp.,16.85,$771.69M,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mtge
MTGEP,MTGE Investment Corp.,25.7999,$51.6M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mtgep
MTSC,MTS Systems Corporation,46.2,$822.67M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
MUDSU,Mudrick Capital Acquisition Corporation,10,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/mudsu
LABL,Multi-Color Corporation,68.55,$1.4B,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
MBIO,"Mustang Bio, Inc.",10.69,$280.42M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio
MFSF,MutualFirst Financial Inc.,35,$258.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
MVBF,MVB Financial Corp.,19.54,$204.09M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf
MYSZ,"My Size, Inc.",1.45,$41.64M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
MYL,Mylan N.V.,39.25,$21.06B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
MYND,"MYnd Analytics, Inc.",2.9472,$12.85M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd
MYNDW,"MYnd Analytics, Inc.",0.37,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw
MYOK,"MyoKardia, Inc.",48.05,$1.72B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.2,$7.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos
MYRG,"MYR Group, Inc.",33.06,$544.23M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",32.62,$2.26B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn
NBRV,Nabriva Therapeutics plc,5.57,$204.37M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv
NAKD,Naked Brand Group Inc.,1.4501,$15M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd
NNDM,Nano Dimension Ltd.,2.8251,$35.05M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
NANO,Nanometrics Incorporated,24.54,$628.09M,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano
NSTG,"NanoString Technologies, Inc.",6.5,$164.99M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
NAOV,"NanoVibronix, Inc.",4.7852,$18.06M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov
NH,"NantHealth, Inc.",2.94,$318.49M,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
NK,"NantKwest, Inc.",3.9,$309.88M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
NSSC,"NAPCO Security Technologies, Inc.",9.7,$182.83M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc
NDAQ,"Nasdaq, Inc.",75.21,$12.5B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
NTRA,"Natera, Inc.",9,$483.92M,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra
NATH,"Nathan&#39;s Famous, Inc.",66.7,$279.11M,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",1.23,$29.9M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",39.25,$273.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,96.97,$4.52B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",6.76,$530.67M,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi
NCOM,National Commerce Corporation,43,$738.63M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/ncom
NESR,National Energy Services Reunited Corp.,9.93,$284.52M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,1.04,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/nesrw
NGHC,National General Holdings Corp,18.32,$1.95B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,23.94,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,23.92,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,24.15,$53.13M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,24.39,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz
NHLD,National Holdings Corporation,4.19,$52.11M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,1.02,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw
NATI,National Instruments Corporation,46.35,$6.06B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NRCIA,National Research Corporation,34.45,$843.44M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrcia
NRCIB,National Research Corporation,53.11,$1.3B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrcib
NSEC,"National Security Group, Inc.",15.98,$40.31M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec
EYE,"National Vision Holdings, Inc.",35.62,$2.66B,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye
NWLI,"National Western Life Group, Inc.",305.2,$1.11B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",11.2,$83.21M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
NHTC,Natural Health Trends Corp.,15.73,$178.41M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
NATR,"Nature&#39;s Sunshine Products, Inc.",11.3,$213.59M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,29.35,$914.37M,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby
JSM,Navient Corporation,21.75,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
NAVI,Navient Corporation,13.38,$3.52B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi
NBTB,NBT Bancorp Inc.,35,$1.52B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb
NCSM,"NCS Multistage Holdings, Inc.",14.99,$658.24M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
NEBUU,Nebula Acquisition Corporation,10.07,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NKTR,Nektar Therapeutics,74.65,$11.75B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
NMRD,Nemaura Medical Inc.,5.4101,$1.11B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd
NEOG,Neogen Corporation,54.64,$2.81B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",7.23,$581.36M,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo
NEON,Neonode Inc.,0.51,$29.88M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",9.3,$269.67M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
NVCN,Neovasc Inc.,0.375,$37.89M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Technologies & Bioresources Inc,3.01,$236.88M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",10.68,$607.99M,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps
NETE,"Net Element, Inc.",6.4,$22.46M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",55.85,$14.9B,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",289.61,$38.01B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",250.1,$108.53B,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",55.8,$1.76B,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
NLST,"Netlist, Inc.",0.2894,$20.38M,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",27,$2.36B,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,4.5,$51M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
CUR,"Neuralstem, Inc.",1.62,$24.54M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",78.57,$6.95B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",1.39,$3.26M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.075,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
NTRP,"Neurotrope, Inc.",8.17,$64.51M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
NBEV,New Age Beverages Corporation,3.35,$115.96M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
NYMT,"New York Mortgage Trust, Inc.",5.46,$610.72M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
NYMTN,"New York Mortgage Trust, Inc.",23.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn
NYMTO,"New York Mortgage Trust, Inc.",23.89,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",23.2,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
NEWA,"Newater Technology, Inc.",12.41,$131.53M,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
NLNK,NewLink Genetics Corporation,7.57,$280.67M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
NMRK,"Newmark Group, Inc.",15.94,$2.41B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk
NWS,News Corporation,15.85,$9.23B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,15.65,$9.12B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NEWT,Newtek Business Services Corp.,16.86,$303.55M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt
NEWTL,Newtek Business Services Corp.,25.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtl
NEWTZ,Newtek Business Services Corp.,26.1857,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NXEO,"Nexeo Solutions, Inc.",9.21,$826.52M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeo
NXEOU,"Nexeo Solutions, Inc.",9.21,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeou
NXEOW,"Nexeo Solutions, Inc.",0.68,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeow
NXST,"Nexstar Media Group, Inc.",71.35,$3.25B,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
NEXT,NextDecade Corporation,6.76,$718.42M,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
NEXTW,NextDecade Corporation,0.45,n/a,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/nextw
NFEC,NF Energy Saving Corporation,0.98,$6.93M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nfec
NODK,"NI Holdings, Inc.",15.85,$353.67M,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
EGOV,NIC Inc.,13.05,$864.84M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,85.61,$5.21B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",8.94,$70.49M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,53.61,$526.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NITE,Nightstar Therapeutics plc,12.85,$361.09M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nite
NIHD,"NII Holdings, Inc.",0.53,$53.26M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NMIH,NMI Holdings Inc,18.05,$1.08B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",26.55,$732.07M,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
